id,createdAt,username,suspend,twitterId,tweetscout_score
clpwebq9a00b5a51itv5wx4oo,2023-12-08T08:59:43.919Z,0xhld,False,1331804898103492610,149.27156460625713
clpwega3k00bga51i0orubgxg,2023-12-08T09:03:16.256Z,jonathanthenft,False,1371942935823052804,53.4696175411794
clpwegsjk000ybp37kwenj8za,2023-12-08T09:03:40.160Z,ScreamGamer21,False,1418196197173465090,50.39841267341661
clpwem32k002enfuewubrpe98,2023-12-08T09:07:47.085Z,hrishiawad590,True,1586698115452583936,0.0
clpwem38z00cfwtgp7q5gna51,2023-12-08T09:07:47.316Z,Onyii_55,False,1620459777947058176,74.53187237685633
clpwemmbt002mnfuet5jf3p8i,2023-12-08T09:08:12.041Z,7de9pk,False,259891851,216.7648495489986
clpwenlxi004rk7vwwpg6e674,2023-12-08T09:08:58.182Z,BenjoS0L,False,965459171058438144,124.79983974348686
clpwep1y4004zk7vwxpz1fsvn,2023-12-08T09:10:05.596Z,TeeLaCream1,False,1385057228865036290,0.0
clpwey3nt000613d8u28cki2u,2023-12-08T09:17:07.722Z,LeeBasss,False,116415470,70.63993204979744
clpwf3cbz003znfuei93nxh2j,2023-12-08T09:21:12.239Z,Solo93225,True,1493338541748854794,27.16615541441225
clpwf41nt000o146lw97tdhfw,2023-12-08T09:21:45.066Z,night__hawk01,False,1327129340165951488,48.05205510693585
clpwf5o94000w146lygt93w5e,2023-12-08T09:23:01.000Z,tausi496052,False,1642948737302515712,0.0
clpwfbgd3000ke0h05oueqq2a,2023-12-08T09:27:30.711Z,EdouardSola,False,1370168742571806721,46.151923036857305
clpwfbhrn004onfuez294yikc,2023-12-08T09:27:32.531Z,mAtoupitouu,False,1317434902099406848,44.27188724235731
clpwfbvhg0016146lj9whhr1o,2023-12-08T09:27:50.308Z,krypgami221,False,1534626434307674112,0.0
clpwfc95a000se0h0md4ket6q,2023-12-08T09:28:08.014Z,tomboutin_,False,1326932383908630528,165.1817181167456
clpwfct38001113d8bamv9ptw,2023-12-08T09:28:33.861Z,BigRagnarr,False,1556343674555990019,60.481402100149765
clpwfe6nw001h146linh5440p,2023-12-08T09:29:38.108Z,SgardSebastien,False,1712921966,93.60555539069249
clpwfjr6h001oe0h0m1351wam,2023-12-08T09:33:57.977Z,GizmObi1,False,1441916409764728836,75.15982969645421
clpwfjthg0010rywvvs199trc,2023-12-08T09:34:00.964Z,taeoyuto,False,1438431344367837188,59.2452529743945
clpwfl3tx001twqa6zr2h28kp,2023-12-08T09:35:01.029Z,TurntUpDylan,False,1427429092396257281,511.941402896855
clpwfljer0021wqa6atn3r0rm,2023-12-08T09:35:21.219Z,Dhurcash,False,150212869,10.14889156509222
clpwfn420000a12wjj1lxbkzb,2023-12-08T09:36:34.632Z,Player1Taco,False,1403799140346130439,645.9752317233224
clpwfv94n0003bt6x937jxgdc,2023-12-08T09:42:54.455Z,zeus_atarodo,False,1461834569066467334,20.12461179749811
clpwg0woc002trywve78kh28t,2023-12-08T09:47:18.252Z,pingumobbarley,False,1392906870474657797,148.90265276347498
clpwg1f8x000sbt6x6889azeu,2023-12-08T09:47:42.321Z,LekanMakanju,False,3375875601,0.0
clpwg1g31003i146l1miekhuy,2023-12-08T09:47:43.405Z,andforthelove,False,16392225,58.378078077305695
clpwg202b002md6fwjuvs561w,2023-12-08T09:48:09.299Z,Krypzy07,False,1525270764391645185,4.47213595499958
clpwg2iz10034rywvaaewxc45,2023-12-08T09:48:33.805Z,ilyasass503,False,1732881953664180225,0.0
clpwg3skt0042146lsijutrw0,2023-12-08T09:49:32.909Z,olajuwon091,False,1633793497261133825,3.7416573867739413
clpwgdvmh003512wj6lfjajda,2023-12-08T09:57:23.417Z,humblegoat61,False,1341749787062747138,80.0749648766704
clpwggrfc003d12wjtguakruq,2023-12-08T09:59:37.944Z,AliceBitmart,False,1435254211696988161,3.7416573867739413
clpwgjxup003o12wjtev6l10h,2023-12-08T10:02:06.241Z,scroogeua,False,1509867950697861156,15.556349186104045
clpwgrozo003i3x4ebhlokxtk,2023-12-08T10:08:08.004Z,Kestutisim40037,False,1652929997357629440,0.0
clpwgtxl2003w3x4e2txhll8h,2023-12-08T10:09:52.454Z,Fracchio490k,True,1678802436071235584,0.0
clpwh527700034twiupalstw3,2023-12-08T10:18:31.651Z,boomite1234,False,1470029781223809026,0.0
clpwh5tqm004b13d862vrlei2,2023-12-08T10:19:07.342Z,ghazzog,False,1429787961927815169,318.0424499968518
clpwh7g0e000j4twixx32tsgy,2023-12-08T10:20:22.862Z,Fafftabulous,False,172839294,109.34349546269316
clpwh96xb004td6fwardcgtlw,2023-12-08T10:21:44.399Z,jnguyen168,False,1010013234940686337,185.85209172887994
clpwhadf3004t13d8g4wez62c,2023-12-08T10:22:39.471Z,crypferno,False,1436225005465997324,59.590267661758325
clpwhb5ur0068146lqbwzof57,2023-12-08T10:23:16.323Z,MAC0036,False,1724079927756988416,0.0
clpwhfbn6005f13d8rsi65sm8,2023-12-08T10:26:30.451Z,SamuelPhaye,False,1473391532216655878,24.79919353527449
clpwhg5750058d6fwgcohevey,2023-12-08T10:27:08.753Z,RocknRola49,False,1275892356,0.0
clpwhhd3a005gd6fwv1y6fzj0,2023-12-08T10:28:05.638Z,Stuffalot01,False,235237815,35.014282800023196
clpwhie3o004p3x4e7j9682sc,2023-12-08T10:28:53.605Z,carlesbogu,True,1721077312823660544,3.3166247903554
clpwhmhsj00583x4eixz3wjud,2023-12-08T10:32:05.011Z,TalalSamra,False,1345692986139668483,15.033296378372908
clpwhnjm4005j3x4e60m4nkes,2023-12-08T10:32:54.028Z,JancukkersID,False,816050294538653696,17.776388834631177
clpwhoa2j000g7p6ynepud1h1,2023-12-08T10:33:28.316Z,CARLESBOSCHGUA1,True,1490009653459263496,0.0
clpwhqlh3006x146luf85tmou,2023-12-08T10:35:16.408Z,kryptopost1,False,1641843500839731210,0.0
clpwi41ob006l3x4eptyexr0s,2023-12-08T10:45:43.932Z,xoda78,False,1469401487512162306,0.0
clpwi8865006213d8pxrcjmc9,2023-12-08T10:48:58.974Z,narnianftnarnia,False,1531570391034040326,35.12833614050059
clpwiduwx000kkyvja2lncwdq,2023-12-08T10:53:21.729Z,ItsOdez,False,2378523174,86.02325267042627
clpwifvy5006z3x4eyg3n2bgf,2023-12-08T10:54:56.382Z,Emm93F,False,1324231222655094784,77.91020472312982
clpwimtcu007d3x4ed097opyj,2023-12-08T11:00:19.614Z,SezginTorun6,False,1571245062759006209,21.517434791350013
clpwinx88000cr36gdk8vt8io,2023-12-08T11:01:11.289Z,Thehone53887160,False,1414818672896475138,0.0
clpwitnvb000qr36gomc4ozef,2023-12-08T11:05:39.096Z,EmmFrizzi,True,257189792,18.81488772222678
clpwiwvrr000lq26yra1s78pf,2023-12-08T11:08:09.304Z,Grim_shaker,False,1014316613670264832,31.11269837220809
clpwizas5001z7p6ymshtoxx4,2023-12-08T11:10:02.069Z,cryptofarm29,False,3030581464,0.0
clpwizdkh000c2a54zdf0c8ba,2023-12-08T11:10:05.682Z,argenziac,False,1399459477670313984,93.06449376641986
clpwj1f1k000vq26yk4yh1kin,2023-12-08T11:11:40.904Z,stronkpants,False,1391945305944334338,193.380454027805
clpwj61i0000dme8c5gaz3kg8,2023-12-08T11:15:16.633Z,b1vckkkkk,False,1684974872689246209,58.80476171195663
clpwj9zz6000mktjnunm53s0r,2023-12-08T11:18:21.282Z,WoodseySOL,False,2564905839,66.70082458260917
clpwjbra6000sw1uehv9nffrn,2023-12-08T11:19:43.326Z,thia_okwosha,False,1013026709510160386,15.588457268119896
clpwjehoi00823x4el2185j8j,2023-12-08T11:21:50.850Z,FyleTJX,False,1486518254935822336,144.19084575658746
clpwjk1me002d7p6yuv8872p6,2023-12-08T11:26:09.974Z,Gib_NFT,False,1072127090764537856,0.0
clpwjl6j2001lr36giz18h712,2023-12-08T11:27:02.991Z,A_CutePupper,False,2699073445,113.06635220082056
clpwjmjxt001gq26ywp0z85yg,2023-12-08T11:28:07.025Z,kamilsocha58247,False,1657677994054369283,0.0
clpwjrtde000eqr0116tfbd3x,2023-12-08T11:32:12.530Z,ArtIsImmortal,False,1600988808832598016,0.0
clpwjv216000puqm849w0uggu,2023-12-08T11:34:43.722Z,DucktalesNFTs,False,1355860810782924801,146.66969693839283
clpwjyzp6001aqr01me4y7857,2023-12-08T11:37:47.323Z,MindVilles,False,1481556330552999937,32.89376840679705
clpwk3c0r002z4twi54dt1tkc,2023-12-08T11:41:09.915Z,kikikaxx,False,1495450818681524230,28.24889378365107
clpwk6qye002dkyvjj6xsooht,2023-12-08T11:43:49.239Z,cepdy4ek,False,489251807,0.0
clpwkg6rv001iuqm8ah5rohev,2023-12-08T11:51:09.643Z,Nexric,False,3780028641,33.94112549695428
clpwkhbj8000y44dsid7k0l6k,2023-12-08T11:52:02.468Z,Snackeee_,False,977924515039555586,113.33578428722325
clpwkia8j001zqr01wqcymmbj,2023-12-08T11:52:47.444Z,JeybesWEB3,False,1508204278833631236,36.15245496505044
clpwkizl50027qr0198av6a9d,2023-12-08T11:53:20.297Z,x4lamat,False,1556582592987549696,13.527749258468683
clpwkj5jc002fqr01xjfia14e,2023-12-08T11:53:28.009Z,Nico_Padugz,False,4184234661,114.30223094935637
clpwkjhcj001vuqm80u3ylqjg,2023-12-08T11:53:43.315Z,creeptok,False,1503199141316685827,0.0
clpwkjuio0035kyvj7l522131,2023-12-08T11:54:00.384Z,NFTxSOL_Rj,False,1513361735625089029,79.77468270071653
clpwkkwl70034ktjn1wvliq44,2023-12-08T11:54:49.723Z,Reigz1730,False,1108854520153407489,49.38623289946298
clpwknoew0031qr01i37keskf,2023-12-08T11:56:59.096Z,SoldanoCapital,False,1666411153310859266,112.90261290156221
clpwky805004mktjn7ynjwa30,2023-12-08T12:05:11.046Z,lasangaji,False,946441619506528256,20.808652046684813
clpwkyajy004bqr016pgwtjwe,2023-12-08T12:05:14.350Z,Deswiffer,False,2926239934,86.65448632355972
clpwkzbpx0015b9hdt8kzy3nn,2023-12-08T12:06:02.458Z,_itsyaboibread,False,1500866404928860163,160.31219541881399
clpwl50e0000y6vfg5alr7yfb,2023-12-08T12:10:27.769Z,inkmatte,False,4714301531,191.04188022525324
clpwlefzu004ykyvj2mpk11be,2023-12-08T12:17:47.898Z,Yumeee08,True,1196984074889392128,0.0
clpwll9xr0012b68cjvnrkwh0,2023-12-08T12:23:06.640Z,Ayomide100011,False,1529232618620952577,23.280893453645632
clpwln29h006e4twifx6n6v1m,2023-12-08T12:24:30.005Z,Marksanico6,False,1299152726820093958,0.0
clpwlpxxe000tmicdoddsm68v,2023-12-08T12:26:44.354Z,AthenoKang,False,1610298842095955969,0.0
clpwlw4jt006xqr019joptrwt,2023-12-08T12:31:32.874Z,KanishkaPanch10,False,1615061389990629380,66.19667665374146
clpwm104u004tb9hdosnz25aa,2023-12-08T12:35:20.430Z,Rckman4,False,1329286032328683520,135.68345514468592
clpwm1084001kmicdzffi9u9b,2023-12-08T12:35:20.548Z,MFedoseenkov,False,1523576801364221953,0.0
clpwm5au50021micdqx01pmby,2023-12-08T12:38:40.925Z,Apporatory,True,292396623,42.60281680828159
clpwm76zx008kqr01jszfkk2m,2023-12-08T12:40:09.261Z,CPZai22,False,1418435505276866560,125.7934815481311
clpwmac24002smicdeu4bc1tk,2023-12-08T12:42:35.789Z,aproxoll,False,1715516577750396928,6.244997998398398
clpwmhqm8003xhhkdinhq2o07,2023-12-08T12:48:21.249Z,CraCeD_SpiRiT,True,3291113798,20.73644135332772
clpwmnck40030fsf2oud4rh5b,2023-12-08T12:52:42.964Z,SaoirseRdg,False,1186881914235277318,73.81734213584231
clpwmoeuq005hb9hdcea52i41,2023-12-08T12:53:32.594Z,_Alfaihani92,False,869504548611686401,0.0
clpwmou1n0003p54wdezdhezd,2023-12-08T12:53:52.284Z,abs_efe0,False,1408800997611245575,1.7320508075688772
clpwmpspt005pb9hdutx8zxa6,2023-12-08T12:54:37.217Z,Updog_nft,False,1299626068144353281,69.24593850905626
clpwmqx6b00001r242fen2487,2023-12-08T12:55:29.651Z,blasrodri,False,173221135,162.9815940528255
clpwms8x6000jp54wahutaub0,2023-12-08T12:56:31.530Z,anderzon_w,False,1347359431,27.349588662354687
clpwn1nr9000fkdo2xgnpa9hd,2023-12-08T13:03:50.661Z,Joel2O2O,False,1481439956421816332,54.80875842417888
clpwn4bhi000msuhnnhi5nv6j,2023-12-08T13:05:54.727Z,MacDegod,False,1720813069675180032,21.18962010041709
clpwn7aaj000g1r248y3momfz,2023-12-08T13:08:13.147Z,Ezek1el__,False,206394702,116.74759098157016
clpwn8gvw0014kdo2ghkivd54,2023-12-08T13:09:08.348Z,rosgrimeeth,False,1549962253130407936,24.576411454889016
clpwnc4xb001qsuhnloacz45x,2023-12-08T13:11:59.472Z,BullieKing,False,1427232292494266374,43.76071297408213
clpwndn7c001b9oczynrl37rd,2023-12-08T13:13:09.816Z,SolNftChad,True,1530565636664983552,0.0
clpwngjdx001a1r24lqa18r0b,2023-12-08T13:15:24.838Z,sol_inu,False,1465103615488634886,20.12461179749811
clpwnj24h002msuhnrl4a5ham,2023-12-08T13:17:22.433Z,shdy0x,False,1656661738652340227,24.310491562286437
clpwny48b001v3ds2be6d16mi,2023-12-08T13:29:05.003Z,Shiranai72,True,1571456609196429312,0.0
clpwnzdf80003hew14zuqn1mx,2023-12-08T13:30:03.573Z,mr_beetoshi999,False,1614960164138016768,6.244997998398398
clpwnzpz50017byxewkguq2v1,2023-12-08T13:30:19.842Z,fatidemi_,False,983112428446715904,5.744562646538029
clpwo0rgr000213rs8l6j6hxq,2023-12-08T13:31:08.427Z,nazismurfs,False,323340976,0.0
clpwo7r5f000lv0jzozop3ciw,2023-12-08T13:36:34.612Z,TBirdman29141,False,1733118013304623104,3.3166247903554
clpwo93ii0024byxe9zi8ff98,2023-12-08T13:37:37.290Z,_F_r_1_3_n_d_s_,False,1441330103074443269,36.52396473549935
clpwo9xqc00032jfixdi7jjl7,2023-12-08T13:38:16.452Z,TheVaultDAO,False,1489541470096793602,183.60555547150528
clpwobcgc000wwlehauyd9gh1,2023-12-08T13:39:22.189Z,Notiicedd,False,1256062605946486784,90.32718306246464
clpwobij2002s1r240d7vkohe,2023-12-08T13:39:30.062Z,latencyhooligan,False,1733117151249055744,0.0
clpwobzk700301r243mkp2lxf,2023-12-08T13:39:52.136Z,Dennis72904975,True,1336243626821685248,97.18024490605073
clpwojm86003e1r245xf9davo,2023-12-08T13:45:48.103Z,fareedashfaq99,False,1605897706475589632,9.797958971132712
clpwolvz8003u1r24ikuav6vs,2023-12-08T13:47:34.052Z,CryptoAlphines,False,1078130452202835970,339.69692374232653
clpwonl2j0016hew1ryzqr66y,2023-12-08T13:48:53.227Z,ElGreco1030,False,1371639169,118.77710217040993
clpwoohjb0009lp0s6t4f6nk7,2023-12-08T13:49:35.303Z,PadawanGvng,False,771209928388202496,60.70420084310476
clpwou6sx00035n7jmxfw0bjq,2023-12-08T13:54:01.329Z,MiniKobeHsu,False,245331444,0.0
clpwoy88600051xhp8rgg1gl5,2023-12-08T13:57:09.799Z,karan11798,False,1267492137811144704,15.716233645501712
clpwozopa000hlp0s8lwkqpxv,2023-12-08T13:58:17.807Z,TomilloNFT,False,2975185787,0.0
clpwp4h040000kapkovj3agpw,2023-12-08T14:02:01.108Z,degenpapi,False,1297258263222857730,281.57059505566275
clpwp7enw000bzed2o23g3gmc,2023-12-08T14:04:18.044Z,its_chvppie,False,983724446157504512,27.586228448267445
clpwpgtu2000810p366dby67f,2023-12-08T14:11:37.611Z,skywalker69_sol,False,47694956,117.05127081753534
clpwpj7lf0000hhe7gui8hoik,2023-12-08T14:13:28.755Z,gustavo_ether,False,1454082767348699146,35.32704346531139
clpwprr09000dr1t5o7uisvl6,2023-12-08T14:20:07.162Z,ACthreeNFT,False,1529214482119016449,345.09708778834977
clpwpts86000m10p3jv5w4q6a,2023-12-08T14:21:42.055Z,Zhion_Sol,False,1478439539626561536,216.71409737255212
clpwpvwlt000vdy1f9xd7isdz,2023-12-08T14:23:21.042Z,MenchuB21,False,1565726022804246528,0.0
clpwpwjxp0003c5u22hnw7392,2023-12-08T14:23:51.277Z,Ilovemylifesol,True,1642908327238864896,67.1341939699882
clpwq0t2y0000jpen3lo2z2do,2023-12-08T14:27:09.754Z,Hironet11,True,1123014692178284546,92.41212041718337
clpwq111q001710p3oyw1f08k,2023-12-08T14:27:20.078Z,CryptoLWJ,False,1213188563510026241,232.89053222490605
clpwq2l6y000c13qayo8rrkiu,2023-12-08T14:28:32.842Z,polo_web3,False,1478327693640880130,53.0
clpwq592y00491r24pbfafblc,2023-12-08T14:30:37.114Z,Thomas_Khsri,False,584019729,46.24932431938871
clpwq5mtu000seuct16sx2ugg,2023-12-08T14:30:54.930Z,kylinzwl,False,1647299639681376257,0.0
clpwq6dd2000a14nsqmte7ibw,2023-12-08T14:31:29.319Z,DylanLehrer,False,985799087978106881,352.38757072291867
clpwq8pbc000gjpenqtpg5gql,2023-12-08T14:33:18.120Z,jefrigunandi,False,609611828,20.54263858417414
clpwqfysv0006s3vflakw253b,2023-12-08T14:38:57.008Z,Amura_full,False,1480198985709150211,61.59545437773797
clpwqgjmf000es3vf63q4r8i1,2023-12-08T14:39:23.992Z,EYEKONNFT,False,1526974888774361094,349.652684817377
clpwqhabf0020euctso8j8ype,2023-12-08T14:39:58.587Z,constable_01,False,2284153423,38.2099463490856
clpwqlaf7000ss3vfviv98s0m,2023-12-08T14:43:05.348Z,kylinsol,False,2795389896,133.94028520202576
clpwqr6qh0002ydr45zima4yh,2023-12-08T14:47:40.505Z,Cryptwitjou1,True,1421171952706859009,10.954451150103322
clpwqrsku0002vhnb44plb47h,2023-12-08T14:48:08.814Z,AhmedY55181,True,1714209620548562944,0.0
clpwqsahn0000596242pzaetl,2023-12-08T14:48:32.027Z,Cake_NFT,False,77955948,184.13853480464104
clpwqsybp0003lbrkbkl90oz2,2023-12-08T14:49:02.918Z,bryantaguila10,True,922206834,14.7648230602334
clpwqxvep000cm1owu40sc2bz,2023-12-08T14:52:52.418Z,ptrpazn,False,1017354877477900288,26.739483914241877
clpwr0dh100177x9edrjtq1m2,2023-12-08T14:54:49.141Z,nft_low,False,1510830899252043776,0.0
clpwr2ig6000968704am4fchc,2023-12-08T14:56:28.902Z,Always_Oblak,False,1459724396680122368,345.4649041509137
clpwr4pqq000dn0jnhp50qzm6,2023-12-08T14:58:11.666Z,ColePfeiffer_,False,1507180751971831811,134.8332303254654
clpwr5rp2000r68709l1vhhy7,2023-12-08T14:59:00.854Z,rpprmoon,False,1389905765654097924,56.69215113223346
clpwr7fpj001m7x9e3z40zd47,2023-12-08T15:00:18.632Z,Jayarsylauddin,False,1514607115050323972,0.0
clpwr7g27000f8o0q5t560dcz,2023-12-08T15:00:19.088Z,Suggeest11,False,2875303057,38.43175770115127
clpwrhmq7000hpee1aqp9lsbl,2023-12-08T15:08:14.288Z,yakab_,True,1427280560989351943,60.332412515993425
clpwrsa030003m6jb97gtq5y6,2023-12-08T15:16:31.011Z,2320192421Huang,True,1722832588853624832,0.0
clpwrxjau00061vlmvslll7wm,2023-12-08T15:20:36.342Z,ItsMikeySC,False,1440383421398728709,168.7364809399556
clpwryfo3002a7x9emznw14yt,2023-12-08T15:21:18.292Z,misfires_,False,1465895770725437444,117.2433366976563
clpwrz6s2000zm6jbfd7x6ad8,2023-12-08T15:21:53.427Z,GemFinder55,True,1701813863568560129,51.38093031466052
clpws1rhv000wydr41e9qgqwk,2023-12-08T15:23:53.588Z,Cooph_,True,1432872130081792008,113.92102527628515
clpws3cfc000dx27qrvti7ixq,2023-12-08T15:25:07.369Z,lalapochas,False,1097222790896340992,0.0
clpws3ujc0014ydr4zgtbsolj,2023-12-08T15:25:30.841Z,nikt1618,False,1624708403950919683,0.0
clpws4vcm000nx27q53kdw6am,2023-12-08T15:26:18.550Z,churiki_jin,False,1349103445182181377,115.06085346459064
clpws6xlk000e1vlmar9uz5hm,2023-12-08T15:27:54.776Z,PACHO_SOL,False,1463304406917517312,179.94165721144174
clpwsd09o000011dg3homxz1j,2023-12-08T15:32:38.172Z,terroraonsol,False,1487096998557847556,92.76852914647294
clpwsh62c0000gif7wr1u8ohy,2023-12-08T15:35:52.309Z,SuiteKing8,False,2749208795,67.05967491719595
clpwskbys0000xfk629x4dlu3,2023-12-08T15:38:19.925Z,SolTrapo,True,1619034701540253697,0.0
clpwsm8p20000a67spxm1cbde,2023-12-08T15:39:48.998Z,Wakanda_solana,False,1619044372560986134,0.0
clpwsme6h0008a67sjeehyly8,2023-12-08T15:39:56.106Z,skarfall_sol,False,1446968366934237189,30.610455730027933
clpwsnucr0014yyon1rmnt40g,2023-12-08T15:41:03.723Z,KakarotOnSol,False,1388176581261242370,152.43687217992897
clpwsqous000h11dgq679kb6u,2023-12-08T15:43:16.500Z,victorgoenka,False,1651941201589706752,176.64937022248338
clpwsqr35000fgif79sasnmhx,2023-12-08T15:43:19.457Z,DragosT01225315,False,1626146352768983042,87.60136985230311
clpwt1jvx000dxi81xkhfj3qm,2023-12-08T15:51:43.341Z,rock_shekh,False,1311210183767457793,0.0
clpwt1qgo000clvwxmu68gb6f,2023-12-08T15:51:51.864Z,Bustin_JieberOG,True,1444070740790169600,77.54353615872827
clpwt39ek000i6hhj1ne5k2dq,2023-12-08T15:53:03.069Z,shinocakez,False,1512463231616700417,72.10409142344143
clpwt3phk0009hj83df7jezez,2023-12-08T15:53:23.912Z,Riddler21795685,False,1380060855426035719,252.19040425836982
clpwt756s000shj83ei6bwy20,2023-12-08T15:56:04.228Z,CryptoIcyReggie,False,255454057,202.61046369820093
clpwtdf25000311gqy1jz5u48,2023-12-08T16:00:56.957Z,Mamamo_0x0,False,902916390805356544,66.3023378170031
clpwtgik90005pevcrakfyk0q,2023-12-08T16:03:21.465Z,SabkaWick,True,1471387311946416140,95.42012366372201
clpwtgngn00006hcl132buzot,2023-12-08T16:03:27.815Z,groovin_pict,False,1488630811284983809,109.33434958877288
clpwthfj5000nxfk6cj7tui8k,2023-12-08T16:04:04.193Z,_Gengario,False,1521172293384290304,64.50581369148055
clpwthv6x000vxfk61j3dyewo,2023-12-08T16:04:24.489Z,needmoresipag,False,1409837606066552832,46.95742752749558
clpwtjacy003o7x9egzafsggy,2023-12-08T16:05:30.803Z,AlphaCoquito,False,1451648699289980928,69.4334213473598
clpwtkkru000ciasbxpvngk9d,2023-12-08T16:06:30.954Z,CryptoWard_,True,1480742579805487107,23.515952032609693
clpwtkmp7000owxd9dhhid7q5,2023-12-08T16:06:33.451Z,droizm,False,871243680958472192,121.63469899662678
clpwtnr9p0018wxd9dpr6zut6,2023-12-08T16:08:59.341Z,degenstefo,False,2783999580,21.047565179849187
clpwtnuab000w8mnb1z56luaj,2023-12-08T16:09:03.251Z,msanbo,False,17302504,51.91338940966964
clpwtnw87000j6hclo16yxu6s,2023-12-08T16:09:05.767Z,Tenjiku10101,True,931874357067988992,6.164414002968976
clpwto2xa000niasbhr8qj331,2023-12-08T16:09:14.446Z,michaeldotsol,False,1191065989133279232,34.77067730142742
clpwtoppi000viasby1t5gdc4,2023-12-08T16:09:43.974Z,_drifttt,False,1049894812000940037,87.33269719870101
clpwtqktw0015pevc7s3mgx4y,2023-12-08T16:11:10.964Z,BlueFungible,False,1494327306290040832,85.01764522732913
clpwtr61l00106hclyrnq1cpl,2023-12-08T16:11:38.457Z,DafomoOne,False,1498465159810994179,206.53086936339565
clpwttuwh000csdra21yubiss,2023-12-08T16:13:43.985Z,MoNFT_MoProblem,False,1549345591657992193,47.085029467974216
clpwtv6nt002axfk6wr5grfcu,2023-12-08T16:14:45.881Z,jgonkas,False,1373748466963382272,88.01704380402695
clpwtvj6o000wsdrataoaiqmv,2023-12-08T16:15:02.112Z,_mvmnts,False,1307010627861245952,97.60635225229964
clpwtw507000dz292l3tq2iij,2023-12-08T16:15:30.391Z,Mush456_,False,1267668075656228864,56.4003546088143
clpwtwfrn003z7x9e2m0h7wj7,2023-12-08T16:15:44.340Z,yourstrangerman,False,2450220379,98.46319109189992
clpwu202g001m7c9jveit0t52,2023-12-08T16:20:03.928Z,1stconceousness,True,1668989388536131587,0.0
clpwu2fsm001u7c9j5s8tq0gk,2023-12-08T16:20:24.310Z,MascotRay,False,77855965,97.14936952960632
clpwu2snf002gm6jbw8s7d4gd,2023-12-08T16:20:40.971Z,RipTyde_sol,False,1657495332,126.71227249165726
clpwu45zb001s8mnb0awrzqvl,2023-12-08T16:21:44.903Z,ShoebMo87155714,False,1491987161268518913,0.0
clpwu5jc00019uu5j5bt4x5hl,2023-12-08T16:22:48.864Z,KozmosSanju,False,769134417788882948,57.8013840664737
clpwu67zh0030m6jbz8vymhhs,2023-12-08T16:23:20.813Z,ahindler1,False,1332751900522012673,267.2339798753145
clpwu77tk002rxfk6ostjegmg,2023-12-08T16:24:07.256Z,Dah_NFT,False,2582128387,111.67363162358427
clpwuaozs002o7c9j8d1jmo2l,2023-12-08T16:26:49.480Z,degendino,False,1389036698584092673,180.14716206479633
clpwubc66001jgwr7wirh03b6,2023-12-08T16:27:19.518Z,SolanaNFT3,True,1454837474484703239,0.0
clpwubqbq002w7c9jud1nrf3m,2023-12-08T16:27:37.862Z,wronguser000,False,1240392170026270725,856.3252886607986
clpwude9d003dm6jbrjfyeipq,2023-12-08T16:28:55.538Z,momomesh68,False,1445429676713943044,12.165525060596439
clpwulj9c000kxvjz6in2mbgf,2023-12-08T16:35:15.265Z,Codyboy101,True,1310904903863205888,199.6121238802894
clpwuq20j003n7c9jog52r0yo,2023-12-08T16:38:46.196Z,zcerealix,False,1173290312871100421,44.0
clpwut4ro000zk0p1sxzy0vw1,2023-12-08T16:41:09.733Z,12Derek3,False,1475890959409770497,95.9218431849597
clpwuvvsu0045xfk6x19l6ulw,2023-12-08T16:43:18.078Z,cryptodizl,False,1450583554115751936,68.94200461257273
clpwuxjd6003mgwr7k8lnc1sz,2023-12-08T16:44:35.275Z,1Chaneth,False,1471745988394106880,136.41847382227965
clpwv3gx3000xzc6cqyugo874,2023-12-08T16:49:12.039Z,SYYBsery,False,72007739,163.22070947033652
clpwv7vqy00477c9jkms6w4xq,2023-12-08T16:52:37.882Z,Frogkenstain,False,1351685424,58.5064099052403
clpwv8o4c000013cwo86ynl3l,2023-12-08T16:53:14.587Z,nrfashion46,False,3098616042,4.358898943540674
clpwvavot000d189413ucun8k,2023-12-08T16:54:57.774Z,Raphaelve3,False,1371914841041088514,5.0
clpwvhi6r001lmehgma4qc4sx,2023-12-08T17:00:06.867Z,BlackyChaan,False,299232733,108.55873986004075
clpwvhxhp001tmehg3eucwog4,2023-12-08T17:00:26.702Z,IamZ0R0,False,3034002972,375.66075121045054
clpwviumk0000719wyovp6ddn,2023-12-08T17:01:09.644Z,onlydonsol,False,3397445711,122.81693694275232
clpwvjyv00002wcv8e7uab1yi,2023-12-08T17:02:01.789Z,frogywogy1,True,1376451560754966529,0.0
clpwvk4530000duzlo2i9l501,2023-12-08T17:02:08.631Z,wiwitaek,False,121754132,325.3352117432111
clpwvqz7q000g719w2yymrcda,2023-12-08T17:07:28.839Z,bmlanh,False,1188436085950431247,0.0
clpwvvv4m000r719w8bj9j7vq,2023-12-08T17:11:16.822Z,RickOshayNFT,False,355926751,972.9342218259156
clpwvxbzw0015719w6sls34vz,2023-12-08T17:12:25.340Z,Eklo_sol,False,1730608000161763328,25.495097567963924
clpww0llv000sx8fpssb8lqmn,2023-12-08T17:14:57.764Z,riceball3589,False,3243577332,14.247806848775006
clpww40an005km6jbva8cpp8e,2023-12-08T17:17:36.768Z,Swedishtoes1,False,1621681437022818304,0.0
